"Rk","Player","Nation","Pos","Competition","Squad","Age","Born","noventas","Gls","Sh","SoT","SoT%","Sh_noventa","SoT_noventa","G_Sh","G_SoT","Dist","FK","PK","PKatt","xG","npxG","npxG_Sh","G_xG","npG-xG","Pos_main","Pos_secondary"
1728,"Kévin Malcuit","MAR","DF","Serie A","Napoli",30,1991,2,0,1,0,"0.0","0.49","0.00",0,NA,15.6,0,0,0,0.1,0.1,0.07,-0.1,"-0.1","DF",""
1269,"Kevin Mbabu","SUI","DF","Bundesliga","Wolfsburg",26,1995,10.7,0,5,0,"0.0","0.47","0.00",0,NA,10.6,0,0,0,0.4,0.4,0.07,-0.4,"-0.4","DF",""
1278,"Kevin Möhwald","GER","MFFW","Bundesliga","Union Berlin",28,1993,1,0,2,0,"0.0","2.09","0.00",0,NA,23.4,0,0,0,0,0,0.02,0,"0.0","MF","FW"
2333,"Kévin N'Doram","FRA","MFDF","Ligue 1","Metz",25,1996,7.4,0,3,1,"33.3","0.41","0.14",0,"0.00",14.1,0,0,0,0.7,0.7,0.23,-0.7,"-0.7","MF","DF"
906,"Kévin Rodrigues","POR","FWDF","La Liga","Rayo Vallecano",27,1994,0.5,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","FW","DF"
1371,"Kevin Schade","GER","FWMF","Bundesliga","Freiburg",20,2001,6.4,2,15,6,"40.0","2.33","0.93",0.13,"0.33",12,0,0,0,1.4,1.3,0.09,0.6,"+0.7","FW","MF"
1409,"Kevin Stöger","AUT","MF","Bundesliga","Mainz 05",28,1993,1.9,1,8,4,"50.0","4.21","2.11",0.13,"0.25",21.4,1,0,0,1,1,0.13,0,"0.0","MF",""
1898,"Kevin Strootman","NED","MF","Serie A","Cagliari",31,1990,7.1,0,1,0,"0.0","0.14","0.00",0,NA,15.2,0,0,0,0,0,0.02,0,"0.0","MF",""
1430,"Kevin Trapp","GER","GK","Bundesliga","Eint Frankfurt",31,1990,17,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
982,"Kevin Vázquez","ESP","DF","La Liga","Celta Vigo",28,1993,6.5,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1440,"Kevin Vogt","GER","DF","Bundesliga","Hoffenheim",30,1991,14.9,0,2,0,"0.0","0.13","0.00",0,NA,31.1,0,0,0,0,0,0.01,0,"0.0","DF",""
2467,"Kevin Volland","GER","FWMF","Ligue 1","Monaco",29,1992,13.5,5,28,13,"46.4","2.07","0.96",0.14,"0.31",13.3,2,1,1,4.3,3.6,0.13,0.7,"+0.4","FW","MF"
1053,"Kevin-Prince Boateng","GHA","MFFW","Bundesliga","Hertha BSC",34,1987,4.1,0,5,0,"0.0","1.22","0.00",0,NA,20.5,0,0,0,0.1,0.1,0.03,-0.1,"-0.1","MF","FW"
2337,"Keylor Navas","CRC","GK","Ligue 1","Paris S-G",35,1986,10.7,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
2448,"Khéphren Thuram-Ulie","FRA","MF","Ligue 1","Nice",20,2001,8.2,1,5,1,"20.0","0.61","0.12",0.2,"1.00",21.3,0,0,0,0.5,0.5,0.11,0.5,"+0.5","MF",""
113,"Kieran Dowell","ENG","MFFW","Premier League","Norwich City",24,1997,3.5,0,2,0,"0.0","0.57","0.00",0,NA,33.5,2,0,0,0.1,0.1,0.06,-0.1,"-0.1","MF","FW"
430,"Kieran Tierney","SCO","DF","Premier League","Arsenal",24,1997,13.3,1,12,5,"41.7","0.90","0.38",0.08,"0.20",21.5,0,0,0,0.6,0.6,0.05,0.4,"+0.4","DF",""
969,"Kieran Trippier","ENG","DF","La Liga","Atlético Madrid",31,1990,9.8,0,2,0,"0.0","0.20","0.00",0,NA,18.6,1,0,0,0.1,0.1,0.07,-0.1,"-0.1","DF",""
100,"Kiernan Dewsbury Hall","ENG","MF","Premier League","Leicester City",23,1998,4.9,0,5,0,"0.0","1.03","0.00",0,NA,17.7,0,0,0,0.6,0.6,0.12,-0.6,"-0.6","MF",""
185,"Ki-Jana Hoever","NED","DF","Premier League","Wolves",19,2002,2.2,0,1,0,"0.0","0.46","0.00",0,NA,22.2,0,0,0,0,0,0.02,0,"0.0","DF",""
529,"Kike Barja","ESP","MFFW","La Liga","Osasuna",24,1997,5.1,0,8,2,"25.0","1.58","0.40",0,"0.00",18.9,0,0,0,0.5,0.5,0.06,-0.5,"-0.5","MF","FW"
693,"Kike Hermoso","ESP","DF","La Liga","Betis",22,1999,1,1,2,1,"50.0","2.00","1.00",0.5,"1.00",10.2,0,0,0,0.2,0.2,0.08,0.8,"+0.8","DF",""
732,"Kike","ESP","FWMF","La Liga","Osasuna",32,1989,12.7,2,27,10,"37.0","2.12","0.79",0.04,"0.10",14.5,0,1,1,4.3,3.5,0.13,-2.3,"-2.5","FW","MF"
573,"Kiko Casilla","ESP","GK","La Liga","Elche",35,1986,12,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
130,"Kiko Femenía","ESP","DF","Premier League","Watford",30,1991,9.4,0,1,0,"0.0","0.11","0.00",0,NA,19.1,0,0,0,0,0,0.02,0,"0.0","DF",""
1390,"Kiliann Sildillia","FRA","DF","Bundesliga","Freiburg",19,2002,1.2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1076,"Kingsley Coman","FRA","FW","Bundesliga","Bayern Munich",25,1996,5.8,4,25,10,"40.0","4.29","1.72",0.16,"0.40",15.4,0,0,0,2.9,2.9,0.12,1.1,"+1.1","FW",""
1102,"Kingsley Ehizibue","NED","DF","Bundesliga","Köln",26,1995,3.1,0,2,0,"0.0","0.64","0.00",0,NA,17.1,0,0,0,0.2,0.2,0.1,-0.2,"-0.2","DF",""
1755,"Kingsley Michael","NGA","MF","Serie A","Bologna",22,1999,0.8,0,1,1,"100.0","1.18","1.18",0,"0.00",37.9,0,0,0,0,0,0.01,0,"0.0","MF",""
1374,"Kingsley Schindler","GER","DFMF","Bundesliga","Köln",28,1993,2,0,1,0,"0.0","0.49","0.00",0,NA,14,0,0,0,0.4,0.4,0.36,-0.4,"-0.4","DF","MF"
733,"Koba Koindredi","FRA","MF","La Liga","Valencia",20,2001,1.3,0,1,0,"0.0","0.80","0.00",0,NA,32,0,0,0,0,0,0.02,0,"0.0","MF",""
1073,"Koen Casteels","BEL","GK","Bundesliga","Wolfsburg",29,1992,15,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1596,"Koffi Djidji","CIV","DF","Serie A","Torino",29,1992,12.1,0,7,2,"28.6","0.58","0.17",0,"0.00",21.6,0,0,0,0.2,0.2,0.03,-0.2,"-0.2","DF",""
734,"Koke","ESP","MF","La Liga","Atlético Madrid",29,1992,14.7,0,6,3,"50.0","0.41","0.20",0,"0.00",30.4,0,0,0,0.8,0.8,0.13,-0.8,"-0.8","MF",""
2092,"Konrad De La Fuente","USA","FWDF","Ligue 1","Marseille",20,2001,8.5,0,15,4,"26.7","1.76","0.47",0,"0.00",17,0,0,0,1,1,0.07,-1,"-1.0","FW","DF"
1236,"Konrad Laimer","AUT","MF","Bundesliga","RB Leipzig",24,1997,4.9,1,6,3,"50.0","1.23","0.62",0.17,"0.33",15.8,0,0,0,0.9,0.9,0.15,0.1,"+0.1","MF",""
1267,"Konstantinos Mavropanos","GRE","DF","Bundesliga","Stuttgart",24,1997,14.5,4,12,6,"50.0","0.83","0.41",0.33,"0.67",13.2,0,0,0,1.2,1.2,0.1,2.8,"+2.8","DF",""
1643,"Koray Günter","GER","DF","Serie A","Hellas Verona",27,1994,12.2,0,3,1,"33.3","0.25","0.08",0,"0.00",15,0,0,0,0.2,0.2,0.06,-0.2,"-0.2","DF",""
176,"Kortney Hause","ENG","DF","Premier League","Aston Villa",26,1995,2.9,1,1,1,"100.0","0.34","0.34",1,"1.00",5.8,0,0,0,0.1,0.1,0.07,0.9,"+0.9","DF",""
1736,"Kostas Manolas","GRE","DF","Serie A","Napoli",30,1991,3.5,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1402,"Kostas Stafylidis","GRE","DF","Bundesliga","Bochum",28,1993,8.4,0,12,4,"33.3","1.42","0.47",0,"0.00",27.5,3,0,0,0.4,0.4,0.03,-0.4,"-0.4","DF",""
442,"Kostas Tsimikas","GRE","DF","Premier League","Liverpool",25,1996,5.4,0,3,1,"33.3","0.55","0.18",0,"0.00",18.2,0,0,0,0.1,0.1,0.05,-0.1,"-0.1","DF",""
1225,"Kouadio Koné","FRA","MF","Bundesliga","M'Gladbach",20,2001,9.7,0,9,3,"33.3","0.93","0.31",0,"0.00",22.9,0,0,0,0.3,0.3,0.04,-0.3,"-0.3","MF",""
2109,"Krepin Diatta","SEN","MFDF","Ligue 1","Monaco",22,1999,3.2,1,3,3,"100.0","0.95","0.95",0.33,"0.33",18,0,0,0,0.2,0.2,0.07,0.8,"+0.8","MF","DF"
1193,"Kristijan Jakic","CRO","MF","Bundesliga","Eint Frankfurt",24,1997,9.7,1,15,5,"33.3","1.55","0.52",0.07,"0.20",18.6,0,0,0,1.5,1.5,0.1,-0.5,"-0.5","MF",""
1478,"Kristjan Asllani","ALB","MFFW","Serie A","Empoli",19,2002,0.8,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF","FW"
4,"Kristoffer Ajer","NOR","DF","Premier League","Brentford",23,1998,6.3,0,2,0,"0.0","0.32","0.00",0,NA,9.9,0,0,0,0.2,0.2,0.09,-0.2,"-0.2","DF",""
1477,"Kristoffer Askildsen","NOR","MF","Serie A","Sampdoria",20,2001,6.2,0,7,0,"0.0","1.13","0.00",0,NA,17.5,0,0,0,0.3,0.3,0.04,-0.3,"-0.3","MF",""
1332,"Krzysztof Piatek","POL","FW","Bundesliga","Hertha BSC",26,1995,3.9,1,12,5,"41.7","3.11","1.30",0.08,"0.20",14.4,0,0,0,1.6,1.6,0.13,-0.6,"-0.6","FW",""
479,"Kurt Zouma","FRA","DF","Premier League","West Ham",27,1994,10.8,1,4,1,"25.0","0.37","0.09",0.25,"1.00",5.6,0,0,0,0.3,0.3,0.08,0.7,"+0.7","DF",""
454,"Kyle Walker","ENG","DF","Premier League","Manchester City",31,1990,11.5,0,5,1,"20.0","0.43","0.09",0,"0.00",23.6,1,0,0,0.2,0.2,0.03,-0.2,"-0.2","DF",""
455,"Kyle Walker-Peters","ENG","DF","Premier League","Southampton",24,1997,13,0,8,0,"0.0","0.62","0.00",0,NA,22.8,0,0,0,0.2,0.2,0.03,-0.2,"-0.2","DF",""
2304,"Kylian Mbappé","FRA","FW","Ligue 1","Paris S-G",23,1998,15.8,9,60,22,"36.7","3.79","1.39",0.12,"0.32",16.7,2,2,2,11.2,9.7,0.16,-2.2,"-2.7","FW",""
727,"Lago Junior","CIV","FWMF","La Liga","Mallorca",31,1990,2,0,6,1,"16.7","3.05","0.51",0,"0.00",16.3,0,0,0,0.3,0.3,0.05,-0.3,"-0.3","FW","MF"
2188,"Lamine Gueye","SEN","MFFW","Ligue 1","Metz",23,1998,5.9,0,14,7,"50.0","2.37","1.18",0,"0.00",17.4,1,0,0,1.6,1.6,0.11,-1.6,"-1.6","MF","FW"
608,"Landry Dimata","BEL","FWMF","La Liga","Espanyol",24,1997,4.4,0,5,0,"0.0","1.15","0.00",0,NA,13.2,0,0,0,0.7,0.7,0.14,-0.7,"-0.7","FW","MF"
1408,"Lars Stindl","GER","MFFW","Bundesliga","M'Gladbach",33,1988,12.4,2,26,8,"30.8","2.09","0.64",0.08,"0.25",17.5,1,0,2,5,3.5,0.14,-3,"-1.5","MF","FW"
1559,"Lassana Coulibaly","MLI","MF","Serie A","Salernitana",25,1996,11.5,0,8,3,"37.5","0.69","0.26",0,"0.00",25.1,0,0,0,0.2,0.2,0.03,-0.2,"-0.2","MF",""
1151,"Lasse Günther","GER","DF","Bundesliga","Augsburg",18,2003,0.1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1048,"László Bénes","SVK","MF","Bundesliga","M'Gladbach",24,1997,1.8,0,4,4,"100.0","2.21","2.21",0,"0.00",17.8,0,0,0,0.6,0.6,0.15,-0.6,"-0.6","MF",""
1873,"Laurens Serpe","ITA","DF","Serie A","Genoa",20,2001,0.5,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1973,"Laurent Abergel","FRA","MF","Ligue 1","Lorient",28,1993,17.6,0,16,4,"25.0","0.91","0.23",0,"0.00",21.5,0,0,0,1.6,1.6,0.1,-1.6,"-1.6","MF",""
2241,"Laurent Koscielny","FRA","DF","Ligue 1","Bordeaux",36,1985,10.4,0,1,0,"0.0","0.10","0.00",0,NA,6,0,0,0,0.1,0.1,0.11,-0.1,"-0.1","DF",""
1741,"Lautaro Martínez","ARG","FW","Serie A","Inter",24,1997,11.9,11,50,20,"40.0","4.22","1.69",0.16,"0.40",14.3,0,3,5,11,7.5,0.15,0,"+0.5","FW",""
1858,"Lazar Samardzic","GER","MFFW","Serie A","Udinese",19,2002,1.7,1,7,2,"28.6","4.09","1.17",0.14,"0.50",23.6,1,0,0,0.5,0.5,0.07,0.5,"+0.5","MF","FW"
98,"Leander Dendoncker","BEL","MFFW","Premier League","Wolves",26,1995,7.7,0,7,3,"42.9","0.91","0.39",0,"0.00",18.4,0,0,0,0.6,0.6,0.09,-0.6,"-0.6","MF","FW"
1031,"Leandro Barreiro Martins","LUX","MF","Bundesliga","Mainz 05",21,2000,12.2,0,18,5,"27.8","1.48","0.41",0,"0.00",16.7,0,0,0,1.1,1.1,0.06,-1.1,"-1.1","MF",""
555,"Leandro Cabrera","URU","DF","La Liga","Espanyol",30,1991,19,1,10,2,"20.0","0.53","0.11",0.1,"0.50",9.9,0,0,0,0.9,0.9,0.09,0.1,"+0.1","DF",""
2368,"Leandro Paredes","ARG","MF","Ligue 1","Paris S-G",27,1994,3.4,0,1,0,"0.0","0.30","0.00",0,NA,31.1,0,0,0,0,0,0.02,0,"0.0","MF",""
441,"Leandro Trossard","BEL","FWMF","Premier League","Brighton",27,1994,16.1,4,42,17,"40.5","2.61","1.05",0.07,"0.18",19.3,5,1,1,3.5,2.7,0.07,0.5,"+0.3","FW","MF"
1191,"Lee Jae-sung","KOR","MFFW","Bundesliga","Mainz 05",29,1992,9.3,2,12,6,"50.0","1.29","0.64",0.17,"0.33",15.7,0,0,0,1.7,1.7,0.14,0.3,"+0.3","MF","FW"
731,"Lee Kangin","KOR","MFFW","La Liga","Mallorca",20,2001,10.3,1,25,10,"40.0","2.43","0.97",0.04,"0.10",25.7,4,0,0,0.8,0.8,0.03,0.2,"+0.2","MF","FW"
1258,"Lennard Maloney","USA","DF","Bundesliga","Dortmund",22,1999,0,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1083,"Lennart-Marten Czyborra","GER","DF","Bundesliga","Arminia",22,1999,1.5,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
2219,"Lenny Joseph","FRA","FWMF","Ligue 1","Metz",21,2000,0.7,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","FW","MF"
2135,"Leo Dubois","FRA","DF","Ligue 1","Lyon",27,1994,10.2,0,3,1,"33.3","0.29","0.10",0,"0.00",28,0,0,0,0.1,0.1,0.02,-0.1,"-0.1","DF",""
2264,"Léo Leroy","FRA","MF","Ligue 1","Montpellier",21,2000,2,0,3,2,"66.7","1.53","1.02",0,"0.00",25.5,0,0,0,0.1,0.1,0.03,-0.1,"-0.1","MF",""
2377,"Léo Pétrot","FRA","DF","Ligue 1","Lorient",24,1997,6.9,0,2,0,"0.0","0.29","0.00",0,NA,7.7,0,0,0,0.1,0.1,0.06,-0.1,"-0.1","DF",""
1900,"Leo Štulac","SVN","MF","Serie A","Empoli",27,1994,5.8,1,3,1,"33.3","0.51","0.17",0.33,"1.00",25.6,1,0,0,0.1,0.1,0.03,0.9,"+0.9","MF",""
28,"Leon Bailey","JAM","FWMF","Premier League","Aston Villa",24,1997,4.7,1,13,5,"38.5","2.76","1.06",0.08,"0.20",17.8,4,0,0,1.1,1.1,0.09,-0.1,"-0.1","FW","MF"
1136,"Leon Goretzka","GER","MF","Bundesliga","Bayern Munich",26,1995,9.9,2,31,7,"22.6","3.12","0.71",0.06,"0.29",17.8,0,0,0,2.9,2.9,0.09,-0.9,"-0.9","MF",""
2002,"Leonardo Balerdi","ARG","DF","Ligue 1","Marseille",22,1999,8.5,0,1,0,"0.0","0.12","0.00",0,NA,8,0,0,0,0.1,0.1,0.06,-0.1,"-0.1","DF",""
1518,"Leonardo Bonucci","ITA","DF","Serie A","Juventus",34,1987,15,3,9,1,"11.1","0.60","0.07",0,"0.00",11,0,3,3,3.7,1.4,0.15,-0.7,"-1.4","DF",""
1537,"Leonardo Capezzi","ITA","MF","Serie A","Salernitana",26,1995,1.8,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF",""
2065,"Leonardo César Jardim","BRA","GK","Ligue 1","Lille",26,1995,2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1734,"Leonardo Mancuso","ITA","FW","Serie A","Empoli",29,1992,4.7,1,12,5,"41.7","2.54","1.06",0.08,"0.20",14.5,0,0,0,2.2,2.2,0.18,-1.2,"-1.2","FW",""
1797,"Leonardo Pavoletti","ITA","FW","Serie A","Cagliari",33,1988,7.2,2,18,6,"33.3","2.49","0.83",0.11,"0.33",10.7,0,0,0,2.9,2.9,0.16,-0.9,"-0.9","FW",""
1366,"Leroy Sané","GER","FW","Bundesliga","Bayern Munich",25,1996,12.3,5,55,21,"38.2","4.46","1.70",0.09,"0.24",18.8,6,0,0,7,7,0.13,-2,"-2.0","FW",""
2277,"Levi Lumeka","ENG","DFFW","Ligue 1","Troyes",23,1998,0.7,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF","FW"
1316,"Levin Öztunali","GER","MFFW","Bundesliga","Union Berlin",25,1996,3.6,0,3,0,"0.0","0.84","0.00",0,NA,18.3,0,0,0,0.3,0.3,0.1,-0.3,"-0.3","MF","FW"
109,"Lewis Dobbin","ENG","FWMF","Premier League","Everton",18,2003,0.4,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","FW","MF"
117,"Lewis Dunk","ENG","DF","Premier League","Brighton",30,1991,14,0,6,3,"50.0","0.43","0.21",0,"0.00",9.9,0,0,0,0.4,0.4,0.06,-0.4,"-0.4","DF",""
78,"Liam Cooper","SCO","DF","Premier League","Leeds United",30,1991,14.2,0,4,0,"0.0","0.28","0.00",0,NA,11,0,0,0,0.2,0.2,0.06,-0.2,"-0.2","DF",""
1651,"Liam Henderson","SCO","MF","Serie A","Empoli",25,1996,12.6,0,25,7,"28.0","1.98","0.55",0,"0.00",21.4,2,0,0,1.3,1.3,0.05,-1.3,"-1.3","MF",""
280,"Liam McCarron","SCO","FW","Premier League","Leeds United",20,2001,0.1,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","FW",""
2043,"Lilian Brassier","FRA","DF","Ligue 1","Brest",22,1999,11.9,0,4,0,"0.0","0.34","0.00",0,NA,32.1,0,0,0,0.1,0.1,0.04,-0.1,"-0.1","DF",""
1127,"Linus Gechter","GER","DF","Bundesliga","Hertha BSC",17,2004,1.5,0,1,0,"0.0","0.65","0.00",0,NA,8,0,0,0,0.1,0.1,0.12,-0.1,"-0.1","DF",""
2318,"Lionel Messi","ARG","FWMF","Ligue 1","Paris S-G",34,1987,9.6,1,43,12,"27.9","4.47","1.25",0.02,"0.08",18.7,9,0,0,4.6,4.6,0.11,-3.6,"-3.6","FW","MF"
894,"Lluís Recasens","ESP","DF","La Liga","Espanyol",20,2001,0.5,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1995,"Loïc Bade","FRA","DF","Ligue 1","Rennes",21,2000,7.9,0,4,0,"0.0","0.50","0.00",0,NA,12.5,0,0,0,0.1,0.1,0.03,-0.1,"-0.1","DF",""
821,"Loren Morón","ESP","FWMF","La Liga","Espanyol",28,1993,3.8,1,5,1,"20.0","1.30","0.26",0.2,"1.00",22.4,0,0,0,0.6,0.6,0.12,0.4,"+0.4","FW","MF"
1992,"Lorenz Assignon","TOG","DF","Ligue 1","Rennes",21,2000,3.1,0,4,3,"75.0","1.28","0.96",0,"0.00",7,0,0,0,0.6,0.6,0.15,-0.6,"-0.6","DF",""
1576,"Lorenzo De Silvestri","ITA","DF","Serie A","Bologna",33,1988,13.8,3,8,4,"50.0","0.58","0.29",0.38,"0.75",9.6,0,0,0,1.1,1.1,0.13,1.9,"+1.9","DF",""
1669,"Lorenzo Insigne","ITA","FW","Serie A","Napoli",30,1991,12.3,4,46,15,"32.6","3.74","1.22",0,"0.00",22.8,10,4,7,8.3,2.8,0.06,-4.3,"-2.8","FW",""
1764,"Lorenzo Montipò","ITA","GK","Serie A","Hellas Verona",25,1996,18,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1802,"Lorenzo Pellegrini","ITA","MF","Serie A","Roma",25,1996,12.1,5,44,12,"27.3","3.65","1.00",0.11,"0.42",17.2,3,0,0,3.7,3.7,0.08,1.3,"+1.3","MF",""
1919,"Lorenzo Tonelli","ITA","DF","Serie A","Empoli",31,1990,6.5,0,5,1,"20.0","0.76","0.15",0,"0.00",11,0,0,0,0.4,0.4,0.07,-0.4,"-0.4","DF",""
1929,"Lorenzo Venuti","ITA","DF","Serie A","Fiorentina",26,1995,7.4,0,1,1,"100.0","0.13","0.13",0,"0.00",24.6,0,0,0,0,0,0.02,0,"0.0","DF",""
2014,"Loris Benito","SUI","DF","Ligue 1","Bordeaux",29,1992,0.7,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1051,"Louis Beyer","GER","DF","Bundesliga","M'Gladbach",21,2000,6,0,6,0,"0.0","1.00","0.00",0,NA,10.4,0,0,0,0.4,0.4,0.06,-0.4,"-0.4","DF",""
1372,"Louis Schaub","AUT","MFFW","Bundesliga","Köln",27,1994,3.1,1,5,1,"20.0","1.60","0.32",0.2,"1.00",18.8,0,0,0,0.4,0.4,0.08,0.6,"+0.6","MF","FW"
833,"Loum Ndiaye","SEN","MF","La Liga","Alavés",25,1996,13.9,1,13,3,"23.1","0.93","0.22",0.08,"0.33",15.9,0,0,0,1.1,1.1,0.08,-0.1,"-0.1","MF",""
2438,"Loum Tchaouna","FRA","MFFW","Ligue 1","Rennes",18,2003,0.3,0,1,1,"100.0","3.21","3.21",0,"0.00",8,0,0,0,0.2,0.2,0.22,-0.2,"-0.2","MF","FW"
2284,"Lovro Majer","CRO","MF","Ligue 1","Rennes",23,1998,6.5,1,17,6,"35.3","2.61","0.92",0.06,"0.17",19.3,2,0,0,1.5,1.5,0.09,-0.5,"-0.5","MF",""
2374,"Luan Peres Petroni","BRA","DF","Ligue 1","Marseille",27,1994,16.4,0,1,0,"0.0","0.06","0.00",0,NA,36.1,0,0,0,0,0,0.01,0,"0.0","DF",""
1548,"Luca Ceppitelli","ITA","DF","Serie A","Cagliari",32,1989,12.1,1,5,1,"20.0","0.41","0.08",0.2,"1.00",8.1,0,0,0,0.4,0.4,0.09,0.6,"+0.6","DF",""
1620,"Luca Fiordilino","ITA","MF","Serie A","Venezia",25,1996,1.3,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF",""
1214,"Luca Kilian","GER","DF","Bundesliga","Köln",22,1999,8.6,0,3,0,"0.0","0.35","0.00",0,NA,8.3,0,0,0,0.4,0.4,0.13,-0.4,"-0.4","DF",""
1707,"Luca Lezzerini","ITA","GK","Serie A","Venezia",26,1995,1.5,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","GK",""
1291,"Luca Netz","GER","DFFW","Bundesliga","M'Gladbach",18,2003,6.4,0,9,3,"33.3","1.40","0.47",0,"0.00",16.2,0,0,0,0.9,0.9,0.1,-0.9,"-0.9","DF","FW"
1803,"Luca Pellegrini","ITA","DF","Serie A","Juventus",22,1999,5,0,1,0,"0.0","0.20","0.00",0,NA,33.1,0,0,0,0,0,0.02,0,"0.0","DF",""
1830,"Luca Ranieri","ITA","DF","Serie A","Salernitana",22,1999,14.2,1,6,2,"33.3","0.42","0.14",0.17,"0.50",13.1,0,0,0,0.8,0.8,0.13,0.2,"+0.2","DF",""
1938,"Luca Vignali","ITA","DF","Serie A","Spezia",25,1996,0.9,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1442,"Luca Waldschmidt","GER","FWMF","Bundesliga","Wolfsburg",25,1996,5.8,1,12,3,"25.0","2.06","0.51",0.08,"0.33",17.8,0,0,0,1.3,1.3,0.11,-0.3,"-0.3","FW","MF"
1003,"Luca Zidane","FRA","MFGK","La Liga","Rayo Vallecano",23,1998,0.2,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","MF","GK"
1013,"Lucas Alario","ARG","FW","Bundesliga","Leverkusen",29,1992,2.1,0,4,1,"25.0","1.95","0.49",0,"0.00",11.2,0,0,1,1.4,0.6,0.15,-1.4,"-0.6","FW",""
546,"Lucas Boyé","ARG","FW","La Liga","Elche",25,1996,12.8,5,33,12,"36.4","2.57","0.93",0.15,"0.42",15.6,1,0,0,3.5,3.5,0.11,1.5,"+1.5","FW",""
2054,"Lucas Calodat","FRA","DF","Ligue 1","Saint-Étienne",19,2002,0,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
2085,"Lucas Da Cunha","FRA","MF","Ligue 1","Nice",20,2001,4.4,0,11,3,"27.3","2.52","0.69",0,"0.00",22.5,1,0,0,1,1,0.09,-1,"-1.0","MF",""
105,"Lucas Digne","FRA","DF","Premier League","Everton",28,1993,13,0,9,1,"11.1","0.69","0.08",0,"0.00",21.1,3,0,0,0.4,0.4,0.05,-0.4,"-0.4","DF",""
2130,"Lucas Douath","FRA","MF","Ligue 1","Saint-Étienne",18,2003,6.9,0,3,0,"0.0","0.43","0.00",0,NA,7.4,0,0,0,0.4,0.4,0.13,-0.4,"-0.4","MF",""
1166,"Lucas Hernández","FRA","DF","Bundesliga","Bayern Munich",25,1996,12.6,0,0,0,NA,"0.00","0.00",NA,NA,0,0,0,0,0,0,NA,0,"0.0","DF",""
1173,"Lucas Höler","GER","FW","Bundesliga","Freiburg",27,1994,15.8,4,36,16,"44.4","2.28","1.01",0.11,"0.25",14.5,0,0,0,4.6,4.6,0.13,-0.6,"-0.6","FW",""
1706,"Lucas Leiva","BRA","MF","Serie A","Lazio",34,1987,8.4,0,1,0,"0.0","0.12","0.00",0,NA,20.6,0,0,0,0,0,0.03,0,"0.0","MF",""
1740,"Lucas Martínez Quarta","ARG","DF","Serie A","Fiorentina",25,1996,12.5,1,12,4,"33.3","0.96","0.32",0.08,"0.25",12,0,0,0,0.9,0.9,0.08,0.1,"+0.1","DF",""
301,"Lucas Moura","BRA","FWMF","Premier League","Tottenham",29,1992,13.4,2,29,10,"34.5","2.16","0.74",0.07,"0.20",15.9,0,0,0,3,3,0.1,-1,"-1.0","FW","MF"
